2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:14:31 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:15:56 [ERROR][aof.go:248] exec err -NOAUTH Authentication required

2025/08/31 13:23:58 [INFO][server.go:48] bind: 0.0.0.0:6399, start listening...
2025/08/31 13:55:54 [INFO][server.go:69] connection closed: 127.0.0.1:40188
2025/08/31 13:55:54 [INFO][node_manager.go:219] propose EventStartMigrate b5xAT78wtdDcMRFh6oOA success
2025/08/31 13:55:54 [INFO][migration.go:263] received importing task b5xAT78wtdDcMRFh6oOA, 170 slots to import
2025/08/31 13:55:54 [INFO][node_manager.go:137] triggerMigrationTask b5xAT78wtdDcMRFh6oOA success
2025/08/31 13:55:54 [INFO][server.go:89] accept link
2025/08/31 13:55:54 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:55:54 [INFO][server.go:69] connection closed: 127.0.0.1:33816
2025/08/31 13:55:55 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:55:55 [INFO][node_manager.go:219] propose EventStartMigrate Yy9ifUyxeZXlmHUGlTpc success
2025/08/31 13:55:55 [INFO][migration.go:263] received importing task Yy9ifUyxeZXlmHUGlTpc, 170 slots to import
2025/08/31 13:55:55 [INFO][node_manager.go:137] triggerMigrationTask Yy9ifUyxeZXlmHUGlTpc success
2025/08/31 13:55:55 [INFO][server.go:89] accept link
2025/08/31 13:55:55 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:55:55 [INFO][server.go:69] connection closed: 127.0.0.1:40190
2025/08/31 13:55:55 [INFO][node_manager.go:219] propose EventStartMigrate HUhEvaUZEdLLeqoXq8u1 success
2025/08/31 13:55:55 [INFO][migration.go:263] received importing task HUhEvaUZEdLLeqoXq8u1, 170 slots to import
2025/08/31 13:55:55 [INFO][node_manager.go:137] triggerMigrationTask HUhEvaUZEdLLeqoXq8u1 success
2025/08/31 13:55:55 [INFO][server.go:89] accept link
2025/08/31 13:55:55 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:55:55 [INFO][server.go:69] connection closed: 127.0.0.1:33826
2025/08/31 13:55:56 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:55:56 [INFO][node_manager.go:219] propose EventStartMigrate 5oau2hgaoqH0lhqregVp success
2025/08/31 13:55:56 [INFO][migration.go:263] received importing task 5oau2hgaoqH0lhqregVp, 170 slots to import
2025/08/31 13:55:56 [INFO][node_manager.go:137] triggerMigrationTask 5oau2hgaoqH0lhqregVp success
2025/08/31 13:55:56 [INFO][server.go:89] accept link
2025/08/31 13:55:56 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:55:56 [INFO][server.go:69] connection closed: 127.0.0.1:40192
2025/08/31 13:55:56 [INFO][node_manager.go:219] propose EventStartMigrate w5z3P5GPFkmdoTywjVLb success
2025/08/31 13:55:56 [INFO][migration.go:263] received importing task w5z3P5GPFkmdoTywjVLb, 170 slots to import
2025/08/31 13:55:56 [INFO][node_manager.go:137] triggerMigrationTask w5z3P5GPFkmdoTywjVLb success
2025/08/31 13:55:56 [INFO][server.go:89] accept link
2025/08/31 13:55:56 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:55:56 [INFO][server.go:69] connection closed: 127.0.0.1:33842
2025/08/31 13:55:57 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:55:57 [INFO][node_manager.go:219] propose EventStartMigrate wMkkgJIWo9we0VY8i3i8 success
2025/08/31 13:55:57 [INFO][migration.go:263] received importing task wMkkgJIWo9we0VY8i3i8, 170 slots to import
2025/08/31 13:55:57 [INFO][server.go:89] accept link
2025/08/31 13:55:57 [INFO][node_manager.go:137] triggerMigrationTask wMkkgJIWo9we0VY8i3i8 success
2025/08/31 13:55:57 [INFO][node_manager.go:219] propose EventStartMigrate 1bzM8ayn9wjuUDBM75Dv success
2025/08/31 13:55:57 [INFO][migration.go:263] received importing task 1bzM8ayn9wjuUDBM75Dv, 170 slots to import
2025/08/31 13:55:57 [INFO][node_manager.go:137] triggerMigrationTask 1bzM8ayn9wjuUDBM75Dv success
2025/08/31 13:55:57 [INFO][server.go:89] accept link
2025/08/31 13:55:57 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:55:57 [INFO][server.go:69] connection closed: 127.0.0.1:40204
2025/08/31 13:55:57 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:55:57 [INFO][server.go:69] connection closed: 127.0.0.1:33854
2025/08/31 13:55:58 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:55:58 [INFO][node_manager.go:219] propose EventStartMigrate NtRYp8HAqSNKZ8CkOkt1 success
2025/08/31 13:55:58 [INFO][migration.go:263] received importing task NtRYp8HAqSNKZ8CkOkt1, 170 slots to import
2025/08/31 13:55:58 [INFO][node_manager.go:137] triggerMigrationTask NtRYp8HAqSNKZ8CkOkt1 success
2025/08/31 13:55:58 [INFO][server.go:89] accept link
2025/08/31 13:55:58 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:55:58 [INFO][server.go:69] connection closed: 127.0.0.1:40212
2025/08/31 13:55:58 [INFO][node_manager.go:219] propose EventStartMigrate ycd2CSOKekj8KxA98GcT success
2025/08/31 13:55:58 [INFO][migration.go:263] received importing task ycd2CSOKekj8KxA98GcT, 170 slots to import
2025/08/31 13:55:58 [INFO][node_manager.go:137] triggerMigrationTask ycd2CSOKekj8KxA98GcT success
2025/08/31 13:55:58 [INFO][server.go:89] accept link
2025/08/31 13:55:58 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:55:58 [INFO][server.go:69] connection closed: 127.0.0.1:33858
2025/08/31 13:55:59 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:55:59 [INFO][node_manager.go:219] propose EventStartMigrate rgdv7eQDwWMUIGTFYN28 success
2025/08/31 13:55:59 [INFO][migration.go:263] received importing task rgdv7eQDwWMUIGTFYN28, 170 slots to import
2025/08/31 13:55:59 [INFO][node_manager.go:137] triggerMigrationTask rgdv7eQDwWMUIGTFYN28 success
2025/08/31 13:55:59 [INFO][server.go:89] accept link
2025/08/31 13:55:59 [INFO][node_manager.go:219] propose EventStartMigrate XFHzHo3EVyuCNXxHHAdi success
2025/08/31 13:55:59 [INFO][migration.go:263] received importing task XFHzHo3EVyuCNXxHHAdi, 170 slots to import
2025/08/31 13:55:59 [INFO][node_manager.go:137] triggerMigrationTask XFHzHo3EVyuCNXxHHAdi success
2025/08/31 13:55:59 [INFO][server.go:89] accept link
2025/08/31 13:55:59 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:55:59 [INFO][server.go:69] connection closed: 127.0.0.1:40228
2025/08/31 13:55:59 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:55:59 [INFO][server.go:69] connection closed: 127.0.0.1:33862
2025/08/31 13:56:00 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:56:00 [INFO][node_manager.go:219] propose EventStartMigrate wKlzLWoQWiupNny4wF1R success
2025/08/31 13:56:00 [INFO][migration.go:263] received importing task wKlzLWoQWiupNny4wF1R, 170 slots to import
2025/08/31 13:56:00 [INFO][node_manager.go:137] triggerMigrationTask wKlzLWoQWiupNny4wF1R success
2025/08/31 13:56:00 [INFO][server.go:89] accept link
2025/08/31 13:56:00 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:00 [INFO][server.go:69] connection closed: 127.0.0.1:40234
2025/08/31 13:56:00 [INFO][node_manager.go:219] propose EventStartMigrate U6kyt9lnrmtTwNej90Ce success
2025/08/31 13:56:00 [INFO][migration.go:263] received importing task U6kyt9lnrmtTwNej90Ce, 170 slots to import
2025/08/31 13:56:00 [INFO][node_manager.go:137] triggerMigrationTask U6kyt9lnrmtTwNej90Ce success
2025/08/31 13:56:00 [INFO][server.go:89] accept link
2025/08/31 13:56:00 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:00 [INFO][server.go:69] connection closed: 127.0.0.1:33864
2025/08/31 13:56:01 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:56:01 [INFO][node_manager.go:219] propose EventStartMigrate CrabDVqE651TsSSOGhvt success
2025/08/31 13:56:01 [INFO][migration.go:263] received importing task CrabDVqE651TsSSOGhvt, 170 slots to import
2025/08/31 13:56:01 [INFO][node_manager.go:137] triggerMigrationTask CrabDVqE651TsSSOGhvt success
2025/08/31 13:56:01 [INFO][server.go:89] accept link
2025/08/31 13:56:01 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:01 [INFO][server.go:69] connection closed: 127.0.0.1:40250
2025/08/31 13:56:01 [INFO][node_manager.go:219] propose EventStartMigrate l1gULBAh6g51I8UVSQni success
2025/08/31 13:56:01 [INFO][migration.go:263] received importing task l1gULBAh6g51I8UVSQni, 170 slots to import
2025/08/31 13:56:01 [INFO][node_manager.go:137] triggerMigrationTask l1gULBAh6g51I8UVSQni success
2025/08/31 13:56:01 [INFO][server.go:89] accept link
2025/08/31 13:56:01 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:01 [INFO][server.go:69] connection closed: 127.0.0.1:33880
2025/08/31 13:56:02 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:56:02 [INFO][node_manager.go:219] propose EventStartMigrate fq7opY52DUOxP5tx1B31 success
2025/08/31 13:56:02 [INFO][migration.go:263] received importing task fq7opY52DUOxP5tx1B31, 170 slots to import
2025/08/31 13:56:02 [INFO][node_manager.go:137] triggerMigrationTask fq7opY52DUOxP5tx1B31 success
2025/08/31 13:56:02 [INFO][server.go:89] accept link
2025/08/31 13:56:02 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:02 [INFO][server.go:69] connection closed: 127.0.0.1:40264
2025/08/31 13:56:02 [INFO][node_manager.go:219] propose EventStartMigrate HDDtGQllkLcpEzTBkov9 success
2025/08/31 13:56:02 [INFO][migration.go:263] received importing task HDDtGQllkLcpEzTBkov9, 170 slots to import
2025/08/31 13:56:02 [INFO][node_manager.go:137] triggerMigrationTask HDDtGQllkLcpEzTBkov9 success
2025/08/31 13:56:02 [INFO][server.go:89] accept link
2025/08/31 13:56:02 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:02 [INFO][server.go:69] connection closed: 127.0.0.1:33882
2025/08/31 13:56:03 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:56:03 [INFO][node_manager.go:219] propose EventStartMigrate XFMzldGSRYjAwAOAw3CD success
2025/08/31 13:56:03 [INFO][migration.go:263] received importing task XFMzldGSRYjAwAOAw3CD, 170 slots to import
2025/08/31 13:56:03 [INFO][node_manager.go:137] triggerMigrationTask XFMzldGSRYjAwAOAw3CD success
2025/08/31 13:56:03 [INFO][server.go:89] accept link
2025/08/31 13:56:03 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:03 [INFO][server.go:69] connection closed: 127.0.0.1:40270
2025/08/31 13:56:03 [INFO][node_manager.go:219] propose EventStartMigrate THhO2penk6dSFfGqiiUL success
2025/08/31 13:56:03 [INFO][migration.go:263] received importing task THhO2penk6dSFfGqiiUL, 170 slots to import
2025/08/31 13:56:03 [INFO][node_manager.go:137] triggerMigrationTask THhO2penk6dSFfGqiiUL success
2025/08/31 13:56:03 [INFO][server.go:89] accept link
2025/08/31 13:56:03 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:03 [INFO][server.go:69] connection closed: 127.0.0.1:33884
2025/08/31 13:56:04 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:56:04 [INFO][node_manager.go:219] propose EventStartMigrate etM8u4AqVxLxoSKgZACn success
2025/08/31 13:56:04 [INFO][migration.go:263] received importing task etM8u4AqVxLxoSKgZACn, 170 slots to import
2025/08/31 13:56:04 [INFO][server.go:89] accept link
2025/08/31 13:56:04 [INFO][node_manager.go:137] triggerMigrationTask etM8u4AqVxLxoSKgZACn success
2025/08/31 13:56:04 [INFO][node_manager.go:219] propose EventStartMigrate qzlzlxPcHUXhXDfvNTlB success
2025/08/31 13:56:04 [INFO][migration.go:263] received importing task qzlzlxPcHUXhXDfvNTlB, 170 slots to import
2025/08/31 13:56:04 [INFO][node_manager.go:137] triggerMigrationTask qzlzlxPcHUXhXDfvNTlB success
2025/08/31 13:56:04 [INFO][server.go:89] accept link
2025/08/31 13:56:04 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:04 [INFO][server.go:69] connection closed: 127.0.0.1:43796
2025/08/31 13:56:04 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:04 [INFO][server.go:69] connection closed: 127.0.0.1:34866
2025/08/31 13:56:05 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:56:05 [INFO][node_manager.go:219] propose EventStartMigrate 4BcFky8bkRoRNI1Hr5f8 success
2025/08/31 13:56:05 [INFO][migration.go:263] received importing task 4BcFky8bkRoRNI1Hr5f8, 170 slots to import
2025/08/31 13:56:05 [INFO][node_manager.go:137] triggerMigrationTask 4BcFky8bkRoRNI1Hr5f8 success
2025/08/31 13:56:05 [INFO][server.go:89] accept link
2025/08/31 13:56:05 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:05 [INFO][server.go:69] connection closed: 127.0.0.1:43804
2025/08/31 13:56:05 [INFO][node_manager.go:219] propose EventStartMigrate yaumNvvjB8Pa4lypIccc success
2025/08/31 13:56:05 [INFO][migration.go:263] received importing task yaumNvvjB8Pa4lypIccc, 170 slots to import
2025/08/31 13:56:05 [INFO][node_manager.go:137] triggerMigrationTask yaumNvvjB8Pa4lypIccc success
2025/08/31 13:56:05 [INFO][server.go:89] accept link
2025/08/31 13:56:05 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:05 [INFO][server.go:69] connection closed: 127.0.0.1:34868
2025/08/31 13:56:06 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:56:06 [INFO][node_manager.go:219] propose EventStartMigrate kCIjLBVpvHgkaz48KbA6 success
2025/08/31 13:56:06 [INFO][migration.go:263] received importing task kCIjLBVpvHgkaz48KbA6, 170 slots to import
2025/08/31 13:56:06 [INFO][node_manager.go:137] triggerMigrationTask kCIjLBVpvHgkaz48KbA6 success
2025/08/31 13:56:06 [INFO][server.go:89] accept link
2025/08/31 13:56:06 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:06 [INFO][server.go:69] connection closed: 127.0.0.1:43806
2025/08/31 13:56:06 [INFO][node_manager.go:219] propose EventStartMigrate b859WvUN3o1SoC5JHsLT success
2025/08/31 13:56:06 [INFO][migration.go:263] received importing task b859WvUN3o1SoC5JHsLT, 170 slots to import
2025/08/31 13:56:06 [INFO][node_manager.go:137] triggerMigrationTask b859WvUN3o1SoC5JHsLT success
2025/08/31 13:56:06 [INFO][server.go:89] accept link
2025/08/31 13:56:06 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:06 [INFO][server.go:69] connection closed: 127.0.0.1:34870
2025/08/31 13:56:07 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:56:07 [INFO][node_manager.go:219] propose EventStartMigrate 0YHG6UAnPShExhQP2iIP success
2025/08/31 13:56:07 [INFO][migration.go:263] received importing task 0YHG6UAnPShExhQP2iIP, 170 slots to import
2025/08/31 13:56:07 [INFO][node_manager.go:137] triggerMigrationTask 0YHG6UAnPShExhQP2iIP success
2025/08/31 13:56:07 [INFO][server.go:89] accept link
2025/08/31 13:56:07 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:07 [INFO][server.go:69] connection closed: 127.0.0.1:43812
2025/08/31 13:56:07 [INFO][node_manager.go:219] propose EventStartMigrate aDOjwMhhcmm8DO98EIz3 success
2025/08/31 13:56:07 [INFO][migration.go:263] received importing task aDOjwMhhcmm8DO98EIz3, 170 slots to import
2025/08/31 13:56:07 [INFO][node_manager.go:137] triggerMigrationTask aDOjwMhhcmm8DO98EIz3 success
2025/08/31 13:56:07 [INFO][server.go:89] accept link
2025/08/31 13:56:07 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:07 [INFO][server.go:69] connection closed: 127.0.0.1:34886
2025/08/31 13:56:08 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:56:08 [INFO][node_manager.go:219] propose EventStartMigrate oT3UlfxMMAejlqcucTCu success
2025/08/31 13:56:08 [INFO][migration.go:263] received importing task oT3UlfxMMAejlqcucTCu, 170 slots to import
2025/08/31 13:56:08 [INFO][node_manager.go:137] triggerMigrationTask oT3UlfxMMAejlqcucTCu success
2025/08/31 13:56:08 [INFO][server.go:89] accept link
2025/08/31 13:56:08 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:08 [INFO][server.go:69] connection closed: 127.0.0.1:43816
2025/08/31 13:56:08 [INFO][node_manager.go:219] propose EventStartMigrate E5fSaiA9V77MxWSINg0K success
2025/08/31 13:56:08 [INFO][migration.go:263] received importing task E5fSaiA9V77MxWSINg0K, 170 slots to import
2025/08/31 13:56:08 [INFO][node_manager.go:137] triggerMigrationTask E5fSaiA9V77MxWSINg0K success
2025/08/31 13:56:08 [INFO][server.go:89] accept link
2025/08/31 13:56:08 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:08 [INFO][server.go:69] connection closed: 127.0.0.1:34888
2025/08/31 13:56:09 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:56:09 [INFO][node_manager.go:219] propose EventStartMigrate M8KXhSgLYPrUpTPKZ1xv success
2025/08/31 13:56:09 [INFO][migration.go:263] received importing task M8KXhSgLYPrUpTPKZ1xv, 170 slots to import
2025/08/31 13:56:09 [INFO][node_manager.go:137] triggerMigrationTask M8KXhSgLYPrUpTPKZ1xv success
2025/08/31 13:56:09 [INFO][server.go:89] accept link
2025/08/31 13:56:09 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:09 [INFO][server.go:69] connection closed: 127.0.0.1:43830
2025/08/31 13:56:09 [INFO][node_manager.go:219] propose EventStartMigrate 9tgilo7UvFPf5WZ6CPdh success
2025/08/31 13:56:09 [INFO][migration.go:263] received importing task 9tgilo7UvFPf5WZ6CPdh, 170 slots to import
2025/08/31 13:56:09 [INFO][node_manager.go:137] triggerMigrationTask 9tgilo7UvFPf5WZ6CPdh success
2025/08/31 13:56:09 [INFO][server.go:89] accept link
2025/08/31 13:56:09 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:09 [INFO][server.go:69] connection closed: 127.0.0.1:34892
2025/08/31 13:56:10 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:56:10 [INFO][node_manager.go:219] propose EventStartMigrate zl6dO80AZw9Fmf5lDOyp success
2025/08/31 13:56:10 [INFO][migration.go:263] received importing task zl6dO80AZw9Fmf5lDOyp, 170 slots to import
2025/08/31 13:56:10 [INFO][node_manager.go:137] triggerMigrationTask zl6dO80AZw9Fmf5lDOyp success
2025/08/31 13:56:10 [INFO][server.go:89] accept link
2025/08/31 13:56:10 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:10 [INFO][server.go:69] connection closed: 127.0.0.1:43832
2025/08/31 13:56:10 [INFO][node_manager.go:219] propose EventStartMigrate S3BmAVge8qKfKYghc4GF success
2025/08/31 13:56:10 [INFO][migration.go:263] received importing task S3BmAVge8qKfKYghc4GF, 170 slots to import
2025/08/31 13:56:10 [INFO][node_manager.go:137] triggerMigrationTask S3BmAVge8qKfKYghc4GF success
2025/08/31 13:56:10 [INFO][server.go:89] accept link
2025/08/31 13:56:10 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:10 [INFO][server.go:69] connection closed: 127.0.0.1:34898
2025/08/31 13:56:11 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:56:11 [INFO][node_manager.go:219] propose EventStartMigrate F8i1wJKEsZTstxzyQTl0 success
2025/08/31 13:56:11 [INFO][migration.go:263] received importing task F8i1wJKEsZTstxzyQTl0, 170 slots to import
2025/08/31 13:56:11 [INFO][node_manager.go:137] triggerMigrationTask F8i1wJKEsZTstxzyQTl0 success
2025/08/31 13:56:11 [INFO][server.go:89] accept link
2025/08/31 13:56:11 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:11 [INFO][server.go:69] connection closed: 127.0.0.1:43834
2025/08/31 13:56:11 [INFO][node_manager.go:219] propose EventStartMigrate kYb1mGSAodKZuyeHQuCk success
2025/08/31 13:56:11 [INFO][migration.go:263] received importing task kYb1mGSAodKZuyeHQuCk, 170 slots to import
2025/08/31 13:56:11 [INFO][node_manager.go:137] triggerMigrationTask kYb1mGSAodKZuyeHQuCk success
2025/08/31 13:56:11 [INFO][server.go:89] accept link
2025/08/31 13:56:11 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:11 [INFO][server.go:69] connection closed: 127.0.0.1:34908
2025/08/31 13:56:12 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:56:12 [INFO][node_manager.go:219] propose EventStartMigrate TGdxApIliCfmH7VIl8Aj success
2025/08/31 13:56:12 [INFO][migration.go:263] received importing task TGdxApIliCfmH7VIl8Aj, 170 slots to import
2025/08/31 13:56:12 [INFO][node_manager.go:137] triggerMigrationTask TGdxApIliCfmH7VIl8Aj success
2025/08/31 13:56:12 [INFO][server.go:89] accept link
2025/08/31 13:56:12 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:12 [INFO][server.go:69] connection closed: 127.0.0.1:43846
2025/08/31 13:56:12 [INFO][node_manager.go:219] propose EventStartMigrate 4q4V2dipo5P8bGOHDVWE success
2025/08/31 13:56:12 [INFO][migration.go:263] received importing task 4q4V2dipo5P8bGOHDVWE, 170 slots to import
2025/08/31 13:56:12 [INFO][node_manager.go:137] triggerMigrationTask 4q4V2dipo5P8bGOHDVWE success
2025/08/31 13:56:12 [INFO][server.go:89] accept link
2025/08/31 13:56:12 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:12 [INFO][server.go:69] connection closed: 127.0.0.1:34920
2025/08/31 13:56:13 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:56:13 [INFO][node_manager.go:219] propose EventStartMigrate SXiegBTGpqXO4IykRx5J success
2025/08/31 13:56:13 [INFO][node_manager.go:137] triggerMigrationTask SXiegBTGpqXO4IykRx5J success
2025/08/31 13:56:13 [INFO][migration.go:263] received importing task SXiegBTGpqXO4IykRx5J, 170 slots to import
2025/08/31 13:56:13 [INFO][server.go:89] accept link
2025/08/31 13:56:13 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:13 [INFO][server.go:69] connection closed: 127.0.0.1:43848
2025/08/31 13:56:13 [INFO][node_manager.go:219] propose EventStartMigrate LvyE0HusMIkcCCwKRfSb success
2025/08/31 13:56:13 [INFO][migration.go:263] received importing task LvyE0HusMIkcCCwKRfSb, 170 slots to import
2025/08/31 13:56:13 [INFO][node_manager.go:137] triggerMigrationTask LvyE0HusMIkcCCwKRfSb success
2025/08/31 13:56:13 [INFO][server.go:89] accept link
2025/08/31 13:56:13 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:13 [INFO][server.go:69] connection closed: 127.0.0.1:34934
2025/08/31 13:56:14 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:56:14 [INFO][node_manager.go:219] propose EventStartMigrate KgPgbA15V3CGTQ6b59uP success
2025/08/31 13:56:14 [INFO][migration.go:263] received importing task KgPgbA15V3CGTQ6b59uP, 170 slots to import
2025/08/31 13:56:14 [INFO][node_manager.go:137] triggerMigrationTask KgPgbA15V3CGTQ6b59uP success
2025/08/31 13:56:14 [INFO][server.go:89] accept link
2025/08/31 13:56:14 [INFO][node_manager.go:219] propose EventStartMigrate MWR8LvLWDb55iilNiDFb success
2025/08/31 13:56:14 [INFO][migration.go:263] received importing task MWR8LvLWDb55iilNiDFb, 170 slots to import
2025/08/31 13:56:14 [INFO][node_manager.go:137] triggerMigrationTask MWR8LvLWDb55iilNiDFb success
2025/08/31 13:56:14 [INFO][server.go:89] accept link
2025/08/31 13:56:14 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:14 [INFO][server.go:69] connection closed: 127.0.0.1:39060
2025/08/31 13:56:14 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:14 [INFO][server.go:69] connection closed: 127.0.0.1:43442
2025/08/31 13:56:15 [INFO][node_manager.go:126] rebalance plan generated, contains 2 tasks
2025/08/31 13:56:15 [INFO][node_manager.go:219] propose EventStartMigrate z97MHnxx4ohdfTJ0Ztwb success
2025/08/31 13:56:15 [INFO][migration.go:263] received importing task z97MHnxx4ohdfTJ0Ztwb, 170 slots to import
2025/08/31 13:56:15 [INFO][node_manager.go:137] triggerMigrationTask z97MHnxx4ohdfTJ0Ztwb success
2025/08/31 13:56:15 [INFO][server.go:89] accept link
2025/08/31 13:56:15 [ERROR][migration.go:311] migrate error: ERR another migrating task in progress
2025/08/31 13:56:15 [INFO][server.go:69] connection closed: 127.0.0.1:39062
2025/08/31 13:56:15 [INFO][node_manager.go:219] propose EventStartMigrate mi1rhoECFWChIWk09yCD success
